ship_id,localized_name,tech_id,class,stats,rule,description
ship_type_cruiser_19,Self-Sustaining Command Cruiser,tech_military_naval_forces_19,cruiser,modification_construction_cost=240; modifier.ship_max_distance_to_port_add=21; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=11400; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=19; modifier.ship_supply_capacity_add=200; modifier.ship_hull_damage_add=295; modifier.ship_crew_damage_add=115; modifier.ship_armor_add=590; modifier.ship_critical_hit_chance_add=0.37; modifier.ship_critical_hit_multiplier_add=3.7; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=130; modifier.ship_readiness_gain_add=24; modifier.ship_accuracy_add=29; modifier.ship_visibility_add=50; modifier.ship_detection_add=125; modifier.ship_blockade_strength_add=440; modifier.ship_carrying_capacity_add=11; modifier.ship_marine_capacity_add=0; construction_goods.goods_input_steel_add=5000; construction_goods.goods_input_engines_add=2500; construction_goods.goods_input_computers_add=2800; materiel_goods.goods_input_oil_add=3.2; materiel_goods.goods_input_steel_add=3; materiel_goods.goods_input_ammunition_add=3; materiel_goods.goods_input_computers_add=2.8,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","A self-sustaining command cruiser carries fabrication halls, autonomous maintenance, expanded stores, and fleet coordination systems. It can serve as the logistical and command nucleus of a detached squadron operating far from permanent bases."
ship_type_cruiser_20,Planetary Control Cruiser,tech_military_naval_forces_20,cruiser,modification_construction_cost=250; modifier.ship_max_distance_to_port_add=22; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=12000; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=20; modifier.ship_supply_capacity_add=210; modifier.ship_hull_damage_add=310; modifier.ship_crew_damage_add=120; modifier.ship_armor_add=620; modifier.ship_critical_hit_chance_add=0.38; modifier.ship_critical_hit_multiplier_add=3.8; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=135; modifier.ship_readiness_gain_add=25; modifier.ship_accuracy_add=30; modifier.ship_visibility_add=52; modifier.ship_detection_add=130; modifier.ship_blockade_strength_add=460; modifier.ship_carrying_capacity_add=11.5; modifier.ship_marine_capacity_add=0; construction_goods.goods_input_steel_add=5200; construction_goods.goods_input_engines_add=2600; construction_goods.goods_input_computers_add=3000; materiel_goods.goods_input_oil_add=3.4; materiel_goods.goods_input_steel_add=3.2; materiel_goods.goods_input_ammunition_add=3.2; materiel_goods.goods_input_computers_add=3,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Planetary control cruisers act as mobile command citadels for oceanic warfare. Their sensors, drones, missiles, and communications coordinate operations across multiple seas, turning local naval groups into pieces of one integrated maritime battlespace."
ship_type_battleship_11,Autonomous Missile Battleship,tech_military_naval_forces_11,battleship,modification_construction_cost=375; modifier.ship_max_distance_to_port_add=13; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=8500; modifier.ship_crew_max_add=100; modifier.ship_movement_speed_add=11; modifier.ship_supply_capacity_add=140; modifier.ship_hull_damage_add=220; modifier.ship_crew_damage_add=110; modifier.ship_armor_add=420; modifier.ship_critical_hit_chance_add=0.2; modifier.ship_critical_hit_multiplier_add=3.2; modifier.ship_vulnerability_add=60; modifier.ship_screening_add=36; modifier.ship_readiness_gain_add=16; modifier.ship_accuracy_add=22; modifier.ship_visibility_add=190; modifier.ship_detection_add=180; modifier.ship_blockade_strength_add=950; modifier.ship_carrying_capacity_add=7; modifier.ship_marine_capacity_add=3.5; construction_goods.goods_input_steel_add=3800; construction_goods.goods_input_engines_add=1800; construction_goods.goods_input_computers_add=1200; materiel_goods.goods_input_oil_add=1.6; materiel_goods.goods_input_steel_add=1.4; materiel_goods.goods_input_ammunition_add=1.4; materiel_goods.goods_input_computers_add=1.2,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.",The autonomous missile battleship combines capital-ship protection with machine-managed magazines large enough to sustain repeated theater-scale salvos. Automation reduces the vulnerable human spaces inside the hull and allows weapons and damage control to dominate its internal design.
ship_type_battleship_12,Hypersonic Battleship,tech_military_naval_forces_12,battleship,modification_construction_cost=400; modifier.ship_max_distance_to_port_add=14; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=9000; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=12; modifier.ship_supply_capacity_add=150; modifier.ship_hull_damage_add=240; modifier.ship_crew_damage_add=120; modifier.ship_armor_add=440; modifier.ship_critical_hit_chance_add=0.22; modifier.ship_critical_hit_multiplier_add=3.4; modifier.ship_vulnerability_add=55; modifier.ship_screening_add=38; modifier.ship_readiness_gain_add=17; modifier.ship_accuracy_add=24; modifier.ship_visibility_add=200; modifier.ship_detection_add=200; modifier.ship_blockade_strength_add=1000; modifier.ship_carrying_capacity_add=7.5; modifier.ship_marine_capacity_add=3.75; construction_goods.goods_input_steel_add=4000; construction_goods.goods_input_engines_add=1900; construction_goods.goods_input_computers_add=1400; materiel_goods.goods_input_oil_add=1.8; materiel_goods.goods_input_steel_add=1.6; materiel_goods.goods_input_ammunition_add=1.6; materiel_goods.goods_input_computers_add=1.4,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.",Hypersonic batteries give the battleship striking reach measured across seas rather than gun horizons. Heavy armor and enormous magazines let it remain in contested waters while delivering weapons that arrive before distant targets can meaningfully reposition.
ship_type_battleship_13,Uncrewed Arsenal Battleship,tech_military_naval_forces_13,battleship,modification_construction_cost=425; modifier.ship_max_distance_to_port_add=15; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=9500; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=13; modifier.ship_supply_capacity_add=160; modifier.ship_hull_damage_add=260; modifier.ship_crew_damage_add=130; modifier.ship_armor_add=460; modifier.ship_critical_hit_chance_add=0.24; modifier.ship_critical_hit_multiplier_add=3.6; modifier.ship_vulnerability_add=50; modifier.ship_screening_add=40; modifier.ship_readiness_gain_add=18; modifier.ship_accuracy_add=26; modifier.ship_visibility_add=210; modifier.ship_detection_add=220; modifier.ship_blockade_strength_add=1050; modifier.ship_carrying_capacity_add=8; modifier.ship_marine_capacity_add=4; construction_goods.goods_input_steel_add=4200; construction_goods.goods_input_engines_add=2000; construction_goods.goods_input_computers_add=1600; materiel_goods.goods_input_oil_add=2; materiel_goods.goods_input_steel_add=1.8; materiel_goods.goods_input_ammunition_add=1.8; materiel_goods.goods_input_computers_add=1.6,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","An uncrewed arsenal battleship is a fortress built around magazines, armor, reactors, and autonomous repair systems. Without a large crew to preserve, designers accept internal arrangements and combat risks that would be intolerable aboard a conventional capital ship."
ship_type_battleship_14,Drone Battleship,tech_military_naval_forces_14,battleship,modification_construction_cost=450; modifier.ship_max_distance_to_port_add=16; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=10000; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=14; modifier.ship_supply_capacity_add=170; modifier.ship_hull_damage_add=280; modifier.ship_crew_damage_add=140; modifier.ship_armor_add=480; modifier.ship_critical_hit_chance_add=0.26; modifier.ship_critical_hit_multiplier_add=3.8; modifier.ship_vulnerability_add=45; modifier.ship_screening_add=42; modifier.ship_readiness_gain_add=19; modifier.ship_accuracy_add=28; modifier.ship_visibility_add=220; modifier.ship_detection_add=240; modifier.ship_blockade_strength_add=1100; modifier.ship_carrying_capacity_add=8.5; modifier.ship_marine_capacity_add=4.25; construction_goods.goods_input_steel_add=4400; construction_goods.goods_input_engines_add=2100; construction_goods.goods_input_computers_add=1800; materiel_goods.goods_input_oil_add=2.2; materiel_goods.goods_input_steel_add=2; materiel_goods.goods_input_ammunition_add=2; materiel_goods.goods_input_computers_add=1.8,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Drone battleships carry vast complements of unmanned aircraft, surface craft, and underwater vehicles alongside their own heavy weapons. The hull becomes the armored center of a distributed combat cloud whose reach extends hundreds of kilometers in every direction."
ship_type_battleship_15,Directed-Energy Battleship,tech_military_naval_forces_15,battleship,modification_construction_cost=475; modifier.ship_max_distance_to_port_add=17; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=10500; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=15; modifier.ship_supply_capacity_add=180; modifier.ship_hull_damage_add=300; modifier.ship_crew_damage_add=150; modifier.ship_armor_add=500; modifier.ship_critical_hit_chance_add=0.28; modifier.ship_critical_hit_multiplier_add=4; modifier.ship_vulnerability_add=40; modifier.ship_screening_add=44; modifier.ship_readiness_gain_add=20; modifier.ship_accuracy_add=30; modifier.ship_visibility_add=230; modifier.ship_detection_add=260; modifier.ship_blockade_strength_add=1150; modifier.ship_carrying_capacity_add=9; modifier.ship_marine_capacity_add=4.5; construction_goods.goods_input_steel_add=4600; construction_goods.goods_input_engines_add=2200; construction_goods.goods_input_computers_add=2000; materiel_goods.goods_input_oil_add=2.4; materiel_goods.goods_input_steel_add=2.2; materiel_goods.goods_input_ammunition_add=2.2; materiel_goods.goods_input_computers_add=2,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Directed-energy batteries finally give the capital ship a weapon whose ammunition is measured in stored energy. Massive laser apertures and microwave arrays can defend the fleet, cripple exposed systems, and sustain fire until heat rejection becomes the limiting factor."
ship_type_battleship_16,Fusion Battleship,tech_military_naval_forces_16,battleship,modification_construction_cost=500; modifier.ship_max_distance_to_port_add=18; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=11000; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=16; modifier.ship_supply_capacity_add=190; modifier.ship_hull_damage_add=320; modifier.ship_crew_damage_add=160; modifier.ship_armor_add=520; modifier.ship_critical_hit_chance_add=0.3; modifier.ship_critical_hit_multiplier_add=4.2; modifier.ship_vulnerability_add=35; modifier.ship_screening_add=46; modifier.ship_readiness_gain_add=21; modifier.ship_accuracy_add=32; modifier.ship_visibility_add=240; modifier.ship_detection_add=280; modifier.ship_blockade_strength_add=1200; modifier.ship_carrying_capacity_add=9.5; modifier.ship_marine_capacity_add=4.75; construction_goods.goods_input_steel_add=4800; construction_goods.goods_input_engines_add=2300; construction_goods.goods_input_computers_add=2200; materiel_goods.goods_input_oil_add=2.6; materiel_goods.goods_input_steel_add=2.4; materiel_goods.goods_input_ammunition_add=2.4; materiel_goods.goods_input_computers_add=2.2,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Fusion propulsion supplies the power and endurance required for a modern battleship without binding it to vulnerable fuel logistics. Reactors feed propulsion, armor systems, sensors, fabrication machinery, and high-energy weapons simultaneously."
ship_type_battleship_17,Adaptive Armor Battleship,tech_military_naval_forces_17,battleship,modification_construction_cost=525; modifier.ship_max_distance_to_port_add=19; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=11500; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=17; modifier.ship_supply_capacity_add=200; modifier.ship_hull_damage_add=340; modifier.ship_crew_damage_add=170; modifier.ship_armor_add=540; modifier.ship_critical_hit_chance_add=0.32; modifier.ship_critical_hit_multiplier_add=4.4; modifier.ship_vulnerability_add=30; modifier.ship_screening_add=48; modifier.ship_readiness_gain_add=22; modifier.ship_accuracy_add=34; modifier.ship_visibility_add=250; modifier.ship_detection_add=300; modifier.ship_blockade_strength_add=1250; modifier.ship_carrying_capacity_add=10; modifier.ship_marine_capacity_add=5; construction_goods.goods_input_steel_add=5000; construction_goods.goods_input_engines_add=2400; construction_goods.goods_input_computers_add=2400; materiel_goods.goods_input_oil_add=2.8; materiel_goods.goods_input_steel_add=2.6; materiel_goods.goods_input_ammunition_add=2.6; materiel_goods.goods_input_computers_add=2.4,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Adaptive armor uses active materials, electromagnetic protection, and autonomous damage control to change how the hull meets an incoming attack. Protection is concentrated where sensors predict impact, while damaged sections isolate and reconfigure themselves around surviving systems."
ship_type_battleship_18,Orbital Fire-Control Battleship,tech_military_naval_forces_18,battleship,modification_construction_cost=550; modifier.ship_max_distance_to_port_add=20; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=12000; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=18; modifier.ship_supply_capacity_add=210; modifier.ship_hull_damage_add=360; modifier.ship_crew_damage_add=180; modifier.ship_armor_add=560; modifier.ship_critical_hit_chance_add=0.34; modifier.ship_critical_hit_multiplier_add=4.6; modifier.ship_vulnerability_add=25; modifier.ship_screening_add=50; modifier.ship_readiness_gain_add=23; modifier.ship_accuracy_add=36; modifier.ship_visibility_add=260; modifier.ship_detection_add=320; modifier.ship_blockade_strength_add=1300; modifier.ship_carrying_capacity_add=10.5; modifier.ship_marine_capacity_add=5.25; construction_goods.goods_input_steel_add=5200; construction_goods.goods_input_engines_add=2500; construction_goods.goods_input_computers_add=2600; materiel_goods.goods_input_oil_add=3; materiel_goods.goods_input_steel_add=2.8; materiel_goods.goods_input_ammunition_add=2.8; materiel_goods.goods_input_computers_add=2.6,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Orbital fire-control turns the battleship’s weapons into part of a much larger sensor architecture. It can engage targets hidden by the horizon, weather, or electronic deception using tracks maintained by platforms thousands of kilometers away."
ship_type_battleship_19,Self-Sustaining Dreadnought,tech_military_naval_forces_19,battleship,modification_construction_cost=575; modifier.ship_max_distance_to_port_add=21; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=12500; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=19; modifier.ship_supply_capacity_add=220; modifier.ship_hull_damage_add=380; modifier.ship_crew_damage_add=190; modifier.ship_armor_add=580; modifier.ship_critical_hit_chance_add=0.36; modifier.ship_critical_hit_multiplier_add=4.8; modifier.ship_vulnerability_add=20; modifier.ship_screening_add=52; modifier.ship_readiness_gain_add=24; modifier.ship_accuracy_add=38; modifier.ship_visibility_add=270; modifier.ship_detection_add=340; modifier.ship_blockade_strength_add=1350; modifier.ship_carrying_capacity_add=11; modifier.ship_marine_capacity_add=5.5; construction_goods.goods_input_steel_add=5400; construction_goods.goods_input_engines_add=2600; construction_goods.goods_input_computers_add=2800; materiel_goods.goods_input_oil_add=3.2; materiel_goods.goods_input_steel_add=3; materiel_goods.goods_input_ammunition_add=3; materiel_goods.goods_input_computers_add=2.8,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","The self-sustaining dreadnought carries enough fabrication, repair, power, and stores to remain at sea through prolonged wars. It is designed as a mobile industrial fortress capable of replacing damaged systems and supporting smaller ships without a nearby naval base."
ship_type_battleship_20,Planetary Dominance Battleship,tech_military_naval_forces_20,battleship,modification_construction_cost=600; modifier.ship_max_distance_to_port_add=22; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=13000; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=20; modifier.ship_supply_capacity_add=230; modifier.ship_hull_damage_add=400; modifier.ship_crew_damage_add=200; modifier.ship_armor_add=600; modifier.ship_critical_hit_chance_add=0.38; modifier.ship_critical_hit_multiplier_add=5; modifier.ship_vulnerability_add=15; modifier.ship_screening_add=54; modifier.ship_readiness_gain_add=25; modifier.ship_accuracy_add=40; modifier.ship_visibility_add=280; modifier.ship_detection_add=360; modifier.ship_blockade_strength_add=1400; modifier.ship_carrying_capacity_add=11.5; modifier.ship_marine_capacity_add=5.75; construction_goods.goods_input_steel_add=5600; construction_goods.goods_input_engines_add=2700; construction_goods.goods_input_computers_add=3000; materiel_goods.goods_input_oil_add=3.4; materiel_goods.goods_input_steel_add=3.2; materiel_goods.goods_input_ammunition_add=3.2; materiel_goods.goods_input_computers_add=3,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.",Planetary dominance battleships are intended to impose sea control on the scale of hemispheres. Their armored hulls anchor networks of autonomous escorts and orbital sensors while vast magazines provide the sustained strike volume needed to dismantle an enemy’s maritime infrastructure.
ship_type_aircraft_carrier_9,Autonomous Supercarrier,tech_military_naval_forces_11,aircraft_carrier,modification_construction_cost=280; modifier.ship_max_distance_to_port_add=13; modifier.ship_construction_progress_max_add=70; modifier.ship_hit_points_max_add=4800; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=13; modifier.ship_supply_capacity_add=170; modifier.ship_hull_damage_add=100; modifier.ship_crew_damage_add=55; modifier.ship_armor_add=320; modifier.ship_critical_hit_chance_add=0.55; modifier.ship_critical_hit_multiplier_add=4.5; modifier.ship_vulnerability_add=55; modifier.ship_screening_add=28; modifier.ship_readiness_gain_add=19; modifier.ship_accuracy_add=70; modifier.ship_visibility_add=280; modifier.ship_detection_add=1100; modifier.ship_blockade_strength_add=2100; construction_goods.goods_input_steel_add=3800; construction_goods.goods_input_engines_add=1500; construction_goods.goods_input_lead_add=900; construction_goods.goods_input_computers_add=900; materiel_goods.goods_input_oil_add=1.4; materiel_goods.goods_input_steel_add=1.2; materiel_goods.goods_input_lead_add=0.9; materiel_goods.goods_input_aeroplanes_add=1.2; materiel_goods.goods_input_computers_add=1,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Automation shifts much of the carrier’s workload from flight-deck crews to machines that fuel, arm, move, inspect, and launch aircraft. The result is a larger sortie rate with fewer people exposed on deck and much faster reconfiguration of the air wing."
ship_type_aircraft_carrier_10,Hypersonic Aviation Carrier,tech_military_naval_forces_12,aircraft_carrier,modification_construction_cost=300; modifier.ship_max_distance_to_port_add=14; modifier.ship_construction_progress_max_add=75; modifier.ship_hit_points_max_add=5100; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=14; modifier.ship_supply_capacity_add=180; modifier.ship_hull_damage_add=110; modifier.ship_crew_damage_add=60; modifier.ship_armor_add=340; modifier.ship_critical_hit_chance_add=0.6; modifier.ship_critical_hit_multiplier_add=5; modifier.ship_vulnerability_add=50; modifier.ship_screening_add=31; modifier.ship_readiness_gain_add=20; modifier.ship_accuracy_add=75; modifier.ship_visibility_add=310; modifier.ship_detection_add=1200; modifier.ship_blockade_strength_add=2400; construction_goods.goods_input_steel_add=4100; construction_goods.goods_input_engines_add=1600; construction_goods.goods_input_lead_add=1000; construction_goods.goods_input_computers_add=1000; materiel_goods.goods_input_oil_add=1.6; materiel_goods.goods_input_steel_add=1.4; materiel_goods.goods_input_lead_add=1; materiel_goods.goods_input_aeroplanes_add=1.4; materiel_goods.goods_input_computers_add=1.2,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","A hypersonic aviation carrier is built around aircraft and boost vehicles whose operating envelopes extend far beyond conventional naval aviation. Specialized launch, thermal, and maintenance systems let the carrier project force before an enemy fleet enters ordinary aircraft range."
ship_type_aircraft_carrier_11,Uncrewed Air Wing Carrier,tech_military_naval_forces_13,aircraft_carrier,modification_construction_cost=320; modifier.ship_max_distance_to_port_add=15; modifier.ship_construction_progress_max_add=80; modifier.ship_hit_points_max_add=5400; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=15; modifier.ship_supply_capacity_add=190; modifier.ship_hull_damage_add=120; modifier.ship_crew_damage_add=65; modifier.ship_armor_add=360; modifier.ship_critical_hit_chance_add=0.65; modifier.ship_critical_hit_multiplier_add=5.5; modifier.ship_vulnerability_add=45; modifier.ship_screening_add=34; modifier.ship_readiness_gain_add=21; modifier.ship_accuracy_add=80; modifier.ship_visibility_add=340; modifier.ship_detection_add=1300; modifier.ship_blockade_strength_add=2700; construction_goods.goods_input_steel_add=4400; construction_goods.goods_input_engines_add=1700; construction_goods.goods_input_lead_add=1100; construction_goods.goods_input_computers_add=1100; materiel_goods.goods_input_oil_add=1.8; materiel_goods.goods_input_steel_add=1.6; materiel_goods.goods_input_lead_add=1.1; materiel_goods.goods_input_aeroplanes_add=1.6; materiel_goods.goods_input_computers_add=1.4,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","An uncrewed air wing removes the cockpit as the limiting factor in carrier aviation. Aircraft can be smaller, endure higher acceleration, remain airborne longer, and accept missions whose loss rates would be politically impossible for a human air group."
ship_type_aircraft_carrier_12,Drone Supercarrier,tech_military_naval_forces_14,aircraft_carrier,modification_construction_cost=340; modifier.ship_max_distance_to_port_add=16; modifier.ship_construction_progress_max_add=85; modifier.ship_hit_points_max_add=5700; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=16; modifier.ship_supply_capacity_add=200; modifier.ship_hull_damage_add=130; modifier.ship_crew_damage_add=70; modifier.ship_armor_add=380; modifier.ship_critical_hit_chance_add=0.7; modifier.ship_critical_hit_multiplier_add=6; modifier.ship_vulnerability_add=40; modifier.ship_screening_add=37; modifier.ship_readiness_gain_add=22; modifier.ship_accuracy_add=85; modifier.ship_visibility_add=370; modifier.ship_detection_add=1400; modifier.ship_blockade_strength_add=3000; construction_goods.goods_input_steel_add=4700; construction_goods.goods_input_engines_add=1800; construction_goods.goods_input_lead_add=1200; construction_goods.goods_input_computers_add=1200; materiel_goods.goods_input_oil_add=2; materiel_goods.goods_input_steel_add=1.8; materiel_goods.goods_input_lead_add=1.2; materiel_goods.goods_input_aeroplanes_add=1.8; materiel_goods.goods_input_computers_add=1.6,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","The drone supercarrier launches not squadrons but ecosystems of specialized unmanned aircraft. Reconnaissance, jamming, interception, strike, tanker, decoy, and logistics drones cooperate continuously, allowing the air wing to rebuild its formation for each mission."
ship_type_aircraft_carrier_13,Directed-Energy Fleet Carrier,tech_military_naval_forces_15,aircraft_carrier,modification_construction_cost=360; modifier.ship_max_distance_to_port_add=17; modifier.ship_construction_progress_max_add=90; modifier.ship_hit_points_max_add=6000; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=17; modifier.ship_supply_capacity_add=210; modifier.ship_hull_damage_add=140; modifier.ship_crew_damage_add=75; modifier.ship_armor_add=400; modifier.ship_critical_hit_chance_add=0.75; modifier.ship_critical_hit_multiplier_add=6.5; modifier.ship_vulnerability_add=35; modifier.ship_screening_add=40; modifier.ship_readiness_gain_add=23; modifier.ship_accuracy_add=90; modifier.ship_visibility_add=400; modifier.ship_detection_add=1500; modifier.ship_blockade_strength_add=3300; construction_goods.goods_input_steel_add=5000; construction_goods.goods_input_engines_add=1900; construction_goods.goods_input_lead_add=1300; construction_goods.goods_input_computers_add=1300; materiel_goods.goods_input_oil_add=2.2; materiel_goods.goods_input_steel_add=2; materiel_goods.goods_input_lead_add=1.3; materiel_goods.goods_input_aeroplanes_add=2; materiel_goods.goods_input_computers_add=1.8,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.",Directed-energy defenses protect the fleet carrier from the enormous missile and drone salvos aimed at its flight operations. High-power lasers also support the air wing by blinding sensors and clearing aerial threats around vulnerable launch and recovery corridors.
ship_type_aircraft_carrier_14,Fusion Supercarrier,tech_military_naval_forces_16,aircraft_carrier,modification_construction_cost=380; modifier.ship_max_distance_to_port_add=18; modifier.ship_construction_progress_max_add=95; modifier.ship_hit_points_max_add=6300; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=18; modifier.ship_supply_capacity_add=220; modifier.ship_hull_damage_add=150; modifier.ship_crew_damage_add=80; modifier.ship_armor_add=420; modifier.ship_critical_hit_chance_add=0.8; modifier.ship_critical_hit_multiplier_add=7; modifier.ship_vulnerability_add=30; modifier.ship_screening_add=43; modifier.ship_readiness_gain_add=24; modifier.ship_accuracy_add=95; modifier.ship_visibility_add=430; modifier.ship_detection_add=1600; modifier.ship_blockade_strength_add=3600; construction_goods.goods_input_steel_add=5300; construction_goods.goods_input_engines_add=2000; construction_goods.goods_input_lead_add=1400; construction_goods.goods_input_computers_add=1400; materiel_goods.goods_input_oil_add=2.4; materiel_goods.goods_input_steel_add=2.2; materiel_goods.goods_input_lead_add=1.4; materiel_goods.goods_input_aeroplanes_add=2.2; materiel_goods.goods_input_computers_add=2,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Fusion power supports electromagnetic launch systems, high-energy defenses, fabrication facilities, and a permanently active sensor suite without forcing tradeoffs in propulsion endurance. The carrier can sustain intensive flight operations far from conventional fuel infrastructure."
